,SiteCode,SiteName,Latitude,Longitude,LocalAuthorityID,SiteClassification,HeadHeight,ToRoad,SiteLocationType,Indoor,SitePhotoURL,SiteDescription,SleepTime,BatteryStatus,BatteryPercentage,SignalStrength,SensorsHealthStatus,OverallStatus,DeviceCode,StartDate,EndDate,LastCommunication,InputPowerError,InputPowerCurrent,InputPowerVoltage,InputBatteryError,InputBatteryVoltage,ChargingStatus,SignalQuality,BatterySleepMultiplier,WeatherError,PMError,NO2Error,LatestINO2Value,LatestINO2Index,LatestINO2IndexSource,LatestIPM10Value,LatestIPM10NUMValue,LatestIPM1Value,LatestIPM1NUMValue,LatestIPM25Value,LatestIPM25Index,LatestIPM25IndexSource,LatestIPM25NUMValue,LatestRELHUMValue,LatestTEMPERATValue,SiteActive,SiteGroup,PowerTag,Enabled,OtherTags,OrganisationName,SponsorName,HourlyBulletinEnd
55,CLDP0072,Haimo Primary School,51.455543518066406,0.0413495600223541,,,3.0,64.0,School,0,https://api.breathelondon.org/assets/images/CLDP0072.jpg,Haimo Primary School in Eltham is a special place which promotes care and respect for each other at all times and is fully supported and valued by the community. The school provides a safe and friendly environment in which to provide the best possible learning experience for its children. The school also offers a wide variety of extra curricular activities and the children are encouraged to participate.,300.0,normal,99.0,excellent,nominal,healthy,A2RBMLV3,2021-06-23T14:50:17.483Z,,2023-02-05T20:06:11.950Z,0,0,0.0,0,4.146050930023193,7,20,1,0,0,0,72.0,2.0,Measurement,,,,,15.0,1.0,Measurement,,,,1,GLA,Solar,Y,"CHILL, Deployed, GLA, Greenwich, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
56,CLDP0075,Holy Trinity Church of England Primary School,51.49079513549805,-0.1567969024181366,,Urban Background,2.200000047683716,5.0,School,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/6ecc275f88f5c87f6cdf3b5d6a677ef97242dbd245ce42d375dddc0085ebf21d,This is an  updated description,1.0,normal,99.0,excellent,nominal,healthy,AZX1NK85,2021-06-15T12:30:09.970Z,,2023-02-05T19:30:41.090Z,0,102,5.196750164031982,0,4.170420169830322,4,19,1,0,0,0,66.0,1.0,Measurement,,,,,10.0,1.0,Measurement,,,,1,GLA,Mains,Y,"CHILL, Deployed, GLA, Kensington and Chelsea, V1",,,Feb  5 2023  8:00PM
57,CLDP0076,Alma Street,51.54669189453125,-0.0004263443115632,,Urban Background,3.0,6.900000095367432,,0,https://api.breathelondon.org/assets/images/CLDP0076.jpg,The Breathe London Node at Alma Street is funded by City Hall's 'Greener Together' program. The Greener Together program will address hyper-local issues by providing innovative nature-based and environmental solutions.\r\n\r\nRead more about the project on our Community Stories blog https://www.breathelondon.org/stories/Blog%20Post%20Title%20One-tt95f,300.0,normal,99.0,excellent,nominal,healthy,AR8J9CKL,2021-06-23T12:10:00.000Z,,2023-02-05T21:09:18.200Z,0,0,0.0,0,4.1305437088012695,7,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Newham, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
58,CLDP0077,St Mary Abbots Primary School,51.50191879272461,-0.1925240010023117,,,3.400000095367432,13.0,School,0,,This is an  updated description,300.0,normal,96.0,excellent,nominal,healthy,A7682FDJ,2021-06-16T11:30:08.357Z,,2023-02-05T20:15:05.457Z,0,0,0.0,0,3.9931910037994394,7,27,1,0,0,0,76.0,2.0,Measurement,,,,,10.0,1.0,Measurement,,,,1,GLA,Solar,Y,"CHILL, GLA, Kensington and Chelsea, Solar300, V1",,,Feb  5 2023  8:00PM
59,CLDP0078,Oliver Goldsmith Primary School,51.47428894042969,-0.0781381949782371,,,2.400000095367432,11.0,School,0,,"Oliver Goldsmith Primary School, located between Peckham and Camberwell, aims to provide rich and engaging learning experiences which will create life long memories. The dedicated staff provide pupils with the knowledge they need for subsequent learning and prepare them for the next stage of their education.",1.0,normal,99.0,excellent,nominal,healthy,ABKK8C6R,2021-06-16T11:30:08.357Z,,2023-02-05T20:29:33.297Z,0,103,5.208940029144287,0,4.149374008178711,4,31,1,0,0,0,66.0,1.0,Measurement,,,,,8.0,1.0,Measurement,,,,1,GLA,Mains,Y,"CHILL, Deployed, GLA, Southwark, V1",,,Feb  5 2023  8:00PM
60,CLDP0079,Tottenham Hale - Haringey,51.58902359008789,-0.0608447194099426,,Roadside,3.5,0.5,,0,,"The Node is located on a lighting column on Watermead Way. It is a major transport interchange (Tottenham Hale) based around a traffic island and next to a bus station. High footfall, and significant construction work is being undertaken in the local area.",300.0,normal,99.0,excellent,nominal,healthy,AWTXYCJK,2021-06-18T11:38:22.940Z,,2023-02-05T21:19:36.610Z,0,0,0.0,0,4.127220630645752,7,31,1,0,0,0,72.0,2.0,Measurement,,,,,16.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Haringey, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
61,CLDP0080,Guy's Hospital,51.50324630737305,-0.0877470001578331,,Roadside,3.5,2.0,,0,https://api.breathelondon.org/assets/images/CLDP0080.jpg,"Guy's Hospital was established in 1721 by philanthropist Thomas Guy. In 1974, the hospital added the 34-storey Guy's Tower and 29-storey Guy's House which is dedicated to improving outcomes of conditions such as Alzheimer's disease, stroke, Parkinson's disease and spinal cord injury. A new cancer centre was completed in April 2016. The hospital is part of King's Health Partners an academic health sciences centre, which is pioneering health research providing high quality teaching and education.",1.0,normal,99.0,excellent,nominal,healthy,AN2GM079,2021-06-23T09:46:50.477Z,,2023-02-05T20:59:04.467Z,0,117,5.18517017364502,0,4.163774013519287,4,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Unknown,Y,"Deployed, GLA, Southwark, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
62,CLDP0082,St Clement Danes CE School,51.51346969604492,-0.1193049997091293,,Urban Background,2.799999952316284,6.0,School,0,https://api.breathelondon.org/assets/images/CLDP0082.jpg,"St Clement Danes has existed for more than 300 years and is steeped in history. The school makes use of it's magical West End setting and children perform on the stage of the Royal Opera House annually and regularly visit a wide range of local galleries, parks and museums which include Somerset House, The Globe Theatre, The London Transport Museum, The National Gallery, the Tate and the British Museum.",1.0,normal,98.0,excellent,nominal,healthy,AQ2XM3JF,2021-06-23T12:00:17.583Z,,2023-02-05T21:05:42.463Z,0,107,5.197010040283203,0,4.086236476898193,4,28,1,0,0,0,,,,,,,,,,,,,,1,GLA,Mains,Y,"CHILL, Deployed, GLA, V1, Westminster",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
63,CLDP0083,Croydon University Hospital,51.38936996459961,-0.1115389019250869,,Roadside,2.799999952316284,2.5999999046325684,Hospital,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/5244ff64da43993e095f70a6db9a10ebfcc7e1c449038530870f84a79eee129a,The Node is located on a lamp post opposite the hospital entrance. The Council wanted to investigate air quality concentrations in this location as the hospital is located by a busy main road and there are idling vehicles outside of the hospital entrance.,300.0,normal,98.0,excellent,nominal,healthy,AKB5MCTS,2021-06-28T16:55:12.220Z,,2023-02-05T20:45:50.843Z,0,0,0.0,0,4.076267242431641,7,26,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"BLEN, Croydon, Deployed, Solar300, V1",Croydon Council,Mayor of London,Feb  5 2023  8:00PM
64,CLDP0084,Croydon - Whitehall Lane,51.39225006103516,-0.1145332977175712,,Roadside,3.450000047683716,2.3499999046325684,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/727913c0122b525c0e42a7303accbaf94fcb04c470846d33cd7aeee00dd41ff3,"The Node is mounted on a lamp post on Whitehall Lane, opposite the bus station. The Council wanted to investigate air quality concentrations in this location, due to concerns regarding air quality which have been raised by residents living in close proximity to the bus station.",300.0,normal,95.0,excellent,nominal,healthy,AM198N4N,2022-05-12T11:15:00.000Z,,2023-02-05T20:57:11.543Z,0,0,0.0,0,3.947776079177856,7,29,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Croydon, Deployed, Solar300, V1",Croydon Council,Mayor of London,Feb  5 2023  8:00PM
65,CLDP0085,Latchmere & St Agatha’s Schools - North,51.423118591308594,-0.294050008058548,,Roadside,2.5,2.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/2e7664d180f9a9f17a8df785163d06b2d8e21f2bea0d1bf5f2e447a37e16543e,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,A136KTH8,2021-06-28T13:20:10.003Z,,2023-02-05T20:00:44.177Z,0,0,0.0,0,4.148266315460205,7,27,1,0,0,0,65.0,1.0,Measurement,,,,,14.0,1.0,Measurement,,,,1,SLP-Kingston,Solar,Y,"Deployed, Kingston upon Thames, School Streets, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
66,CLDP0086,Latchmere & St Agatha’s Schools -East,51.42301940917969,-0.2926799952983856,,Roadside,2.5,2.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/0eea1057d7b691bb6458ae43fd57a8fe17e05084a9e337e6426bb7e985f0d6fe,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond,   and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,A4ZH9PDW,2021-06-28T13:20:42.140Z,,2023-02-05T20:14:44.710Z,0,0,0.0,0,4.150481700897217,7,29,1,0,0,0,55.0,1.0,Measurement,,,,,15.0,1.0,Measurement,,,,1,SLP-Kingston,Solar,Y,"Deployed, Kingston upon Thames, School Streets, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
67,CLDP0087,Harris Academy Carshalton,51.3691291809082,-0.1667407304048538,,Roadside,2.5,1.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/30cc49f5927cb44df735464a5637a97850bbcdaf6770b1531a62b5893c476285,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,A6QB5NMJ,2021-06-28T13:20:53.397Z,,2023-02-05T20:16:42.027Z,0,0,0.0,0,4.131651401519775,7,30,1,0,0,0,123.0,2.0,Measurement,,,,,22.0,2.0,Trigger,,,,1,SLP-Sutton,Solar,Y,"Deployed, School Streets, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
68,CLDP0088,All Saints Carshalton C of E Primary school,51.36408996582031,-0.1583800017833709,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/bae58bda987df34050632980c48372c2294e6608dd5565494ccb2d9a12b97aa7,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,A7834S3T,2021-06-28T13:24:27.930Z,,2023-02-05T20:16:10.027Z,0,0,0.0,0,4.1382975578308105,7,26,1,0,0,0,69.0,2.0,Measurement,,,,,46.0,3.0,Trigger,,,,1,SLP-Sutton,Solar,Y,"Deployed, School Streets, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
69,CLDP0089,Lovelace Primary School,51.36592864990234,-0.3153199851512909,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/640c8991f8772caf93d5b6f9f6ac6774128174152818b327c49bc90c38361245,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,A9YVVZSW,2021-06-28T13:20:10.003Z,,2023-02-05T20:29:49.330Z,0,0,0.0,0,4.1305437088012695,7,21,1,0,0,0,97.0,2.0,Measurement,,,,,13.0,1.0,Measurement,,,,1,SLP-Kingston,Solar,Y,"Deployed, Kingston upon Thames, School Streets, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
70,CLDP0090,St John’s C of E Primary school,51.40428161621094,-0.3000899851322174,,Roadside,2.5,2.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/dac3c8515af608b338cb686ed3b796bb49596d24db94a04d2fe1c6382cc7321d,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,94.0,excellent,nominal,healthy,ABGZG9TW,2021-06-28T13:20:10.003Z,,2023-02-05T20:31:02.337Z,0,0,0.0,0,3.935591697692871,7,23,1,0,0,0,78.0,2.0,Measurement,,,,,14.0,1.0,Measurement,,,,1,SLP-Kingston,Solar,Y,"Deployed, Kingston upon Thames, School Streets, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
71,CLDP0091,Christ Church Surbiton C of E Primary School,51.392520904541016,-0.2865299880504608,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/f20f893babd397a17dbd600367bb3e231991626ada6c6b5bb42113c4ebaa1c06,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,AJ71T3GP,2021-06-28T13:20:10.003Z,,2023-02-05T20:43:32.710Z,0,0,0.0,0,4.126112937927246,7,28,1,0,0,0,,,,,,,,,,,,,,1,SLP-Kingston,Solar,Y,"Deployed, Kingston upon Thames, School Streets, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
72,CLDP0092,St Philomena’s/St Mary’s,51.36531066894531,-0.1708900034427642,,Roadside,2.5,2.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/dfcee74166e4e455fbcafbe3b5c968791ac7b2ac87fbc11bd1badb238fadc59d,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,ALSVJRT7,2021-06-28T13:20:10.003Z,,2023-02-05T20:54:55.767Z,0,0,0.0,0,4.139405250549316,7,25,1,0,0,0,,,,,,,,,,,,,,1,SLP-Sutton,Solar,Y,"Deployed, School Streets, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
73,CLDP0093,St Matthew’s Primary school,51.38787841796875,-0.2995100021362304,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/294c17991cfa2fefe56ad086ff60b123e20be0bafc3bc29254783dc809e62602,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,AX031PPQ,2021-06-28T13:20:40.523Z,,2023-02-05T21:26:00.233Z,0,0,0.0,0,4.139405250549316,7,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Kingston,Solar,Y,"Deployed, Kingston upon Thames, School Streets, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
74,CLDP0094,Muschamp Primary School,51.37678909301758,-0.1725700050592422,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/42ce7f9d7af948a161603d9fe2de5bf124ad8421a4583d54c6b15d456ba71dbb,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,AX944KZY,2021-06-28T13:22:02.173Z,,2023-02-05T21:24:38.607Z,0,0,0.0,0,4.144943237304688,7,27,1,0,0,0,69.0,2.0,Measurement,,,,,16.0,1.0,Measurement,,,,1,SLP-Sutton,Solar,Y,"Deployed, School Streets, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
75,CLDP0095,Cheam Common Junior Academy,51.3759994506836,-0.2390599995851516,,Roadside,2.5,0.699999988079071,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/172df9785276c96c45471ada81734ffe842b3769ed40440942c8bf40c305f7e5,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,AC125XBV,2022-08-02T15:00:00.000Z,,2023-02-05T20:29:02.693Z,0,0,0.0,0,4.126112937927246,7,27,1,0,0,0,70.0,2.0,Measurement,,,,,18.0,2.0,Trigger,,,,1,SLP-Sutton,Solar,Y,"Deployed, Replacement, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
76,CLDP0096,Cheam Park Farm Primary Academy,51.3721809387207,-0.2141299992799759,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/88361d13cb490647c735188e8c0febddd104d3dd330aa253ba7b3ebc8dd3b83b,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,A9G7TH00,2021-06-28T14:24:10.213Z,,2023-02-05T20:23:29.400Z,0,0,0.0,0,4.119466781616211,7,30,1,0,0,0,92.0,2.0,Measurement,,,,,17.0,2.0,Trigger,,,,1,SLP-Sutton,Solar,Y,"Deployed, School Streets, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
77,CLDP0097,St Elpheges Infants and Juniors,51.35575866699219,-0.1274600028991699,,Roadside,2.5,2.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/d30d0b61eac49354bcaef5614f515339919573800edd257678b58bbce511ad88,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality. (JC",300.0,recoveryMode,93.0,excellent,nominal,needsAttention,ARLVQ3FY,2021-06-28T14:23:47.593Z,,2023-02-05T20:56:08.377Z,0,0,0.0,0,3.911222696304321,7,26,4,0,0,0,,,,,,,,,,,,,,1,SLP-Sutton,Solar,Y,"Deployed, School Streets, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
78,CLDP0098,South Kensington Underground Station,51.494258880615234,-0.1744499653577804,,Roadside,3.5,0.6000000238418579,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/aac24854919f1f40bb58669a21501fd448ee5eea62f9635eb2b8a5b272652742,This Node is located outside South Kensington Underground Station in an area with high pedestrian traffic and many eating establishments and is a specific area of interest for the GLA.,300.0,normal,99.0,excellent,nominal,healthy,A6RZY0ST,2021-06-29T09:51:39.470Z,,2023-02-05T20:16:19.850Z,0,0,0.0,0,4.113928318023682,7,31,1,0,0,0,60.0,1.0,Measurement,,,,,8.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Hotspot, Kensington and Chelsea, Solar300, V1",,,Feb  5 2023  8:00PM
79,CLDP0099,"Goresbrook School, Dagenham",51.53166580200195,0.1305555552244186,,Urban Background,2.5,17.0,School,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/899abd907ae2c97c4f97825fc125be38928ff216680bbe4f407b50e3244d1a99,"This Node is located between the school buildings and the A13, just within the school boundary.",300.0,normal,99.0,excellent,nominal,healthy,AJK2V2MX,2021-06-29T09:20:33.557Z,,2023-02-05T20:48:38.923Z,0,0,0.0,0,4.127220630645752,7,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Barking and Dagenham, Deployed, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
80,CLDP0100,"Al Maanar, Acklam Road -  Kensington",51.52145767211914,-0.2037757188081741,,Roadside,3.0999999046325684,1.7000000476837158,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/a503d45885f2d0770f5919c6d812f315cd7928e58b49c8d6f8e365beb7d0eaf4,"The Node is located outside Al Manaar mosque on Acklam Road, about 30m from the A40 Westway.  This location is representative of exposure of many who live, work and travel close to this stretch of the Westway as it passes through Kensington.",300.0,recoveryMode,93.0,excellent,nominal,needsAttention,AJZP5VRL,2021-06-29T09:20:08.217Z,,2023-02-05T20:33:59.987Z,0,0,0.0,0,3.9156534671783447,7,31,4,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Kensington and Chelsea, Religious Centre, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
81,CLDP0102,Gillette Corner - Hounslow,51.48319625854492,-0.3265230059623718,,Roadside,2.700000047683716,1.7000000476837158,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/26cbd29a497ef663c0340cf88597fcf8708ff90fc5e3a8367a9ce070fab85901,"Gillette Corner is a junction of importance in Hounslow as an area of significant residential and commercial development along the Great West Road, west of Brentford. The area is of interest to the local community and to the wider population as a major thoroughfare connecting Heathrow in the west to Chiswick and central London in the east, at the intersection of Syon Lane.",300.0,normal,99.0,excellent,nominal,healthy,ATG2LNX2,2021-06-30T08:10:55.223Z,,2023-02-05T21:12:32.077Z,0,0,0.0,0,4.129436016082764,7,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Hounslow, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
82,CLDP0103,Griffin School - Wandsworth,51.47396087646485,-0.1390078365802765,,Roadside,2.900000095367432,0.6000000238418579,School,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/fe5d3004b139131e4f85a89e332c87bb648075e5e3878266b6c8542f2820bc5a,The Node is located on a lampost opposite the school entrance.  This has been deployed as part of the Business Low Emission Neighbourhood.,300.0,normal,94.0,excellent,nominal,healthy,A1WBQPR3,2021-06-30T17:21:11.250Z,,2023-02-05T20:00:46.907Z,0,0,0.0,0,3.934484004974365,7,29,1,0,0,0,46.0,1.0,Measurement,,,,,8.0,1.0,Measurement,,,,1,GLA,Solar,Y,"BLEN, Deployed, Solar300, V1, Wandsworth",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
83,CLDP0104,Brampton Primary Academy - Bexley,51.46667098999024,0.128694400191307,,Urban Background,3.0,50.0,School,0,,"This node has been installed to provide data on a typical school in Bexley.  It is located on  a local distributor Road, remote from major commercial or transport sources.  It is located North of the A2 East Rochester Way in an area which is very typical of the residential areas in Bexley.",300.0,normal,99.0,excellent,nominal,healthy,A6GQYN0K,2021-06-30T17:22:05.000Z,,2023-02-05T20:14:13.740Z,0,0,0.0,0,4.129436016082764,7,25,1,0,0,0,58.0,1.0,Measurement,,,,,15.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Bexley, Deployed, Quid Pro Quo, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
84,CLDP0105,Kensington High Street,51.499473571777344,-0.1976975202560424,,Roadside,4.0,0.8999999761581421,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/ea402f42860a9ef5d3c7875843a97b718c26d591368ff89a56091ec952f391bf,This Node is located in Kensington High Street where there is high pedistrian traffic and is a specific area of interest for the GLA.,300.0,normal,96.0,excellent,nominal,healthy,AQ37XYM2,2021-07-09T11:20:09.640Z,,2023-02-05T21:05:28.547Z,0,0,0.0,0,4.004268169403076,7,22,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Hotspot, Kensington and Chelsea, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
85,CLDP0106,A406 Hanger Lane by Waverley Gardens,51.53338241577149,-0.2907755076885223,,Urban Background,2.5999999046325684,6.0,,0,,This Node is located outside residential properties on the North Circular and is a specific area of interest for the GLA.,300.0,normal,96.0,excellent,nominal,healthy,A3DT6KPG,2021-07-16T15:10:05.640Z,,2023-02-05T20:07:46.593Z,0,0,0.0,0,3.982114315032959,7,24,1,0,0,0,90.0,2.0,Measurement,,,,,14.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Brent, Deployed, Hotspot, Solar300, TfL, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
86,CLDP0107,SWK-BL2 : Croxted Road/Dalkeith Road,51.44573211669922,-0.0951486080884933,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/bc4951b9f8b3401b661a52c89f9444a9a62ddb60099df2b2d96a2e2b8e124863,This Node is located in a residential area to  monitor the air quality on a boundary road of L.B. Southwark and L.B. Lambeth Low Traffic Neighbourhood opposite Dalkeith Road,300.0,normal,93.0,excellent,nominal,healthy,AY9PGKC4,2022-12-30T14:00:00.000Z,,2023-02-05T21:23:01.943Z,0,1,1.924578070640564,0,3.9011600017547607,7,21,1,0,0,0,74.0,2.0,Measurement,,,,,13.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Replacement, Solar300, Southwark, V2",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
87,CLDP0108,SWK-BL1 : Croxted Road / Guernsey Grove,51.44922256469727,-0.0991769507527351,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/f63ce3730468741926f1d34ff516ce3cd1651ea59b0fbfc85fa3b431d386c742,This Node is located in a residential area to  monitor the air quality on a boundary road of L.B. Southwark and L.B. Lambeth Low Traffic Neighbourhood opposite Guernsey Grove,300.0,normal,99.0,excellent,nominal,healthy,A61DSG0C,2021-07-30T12:30:00.000Z,,2023-02-05T20:11:55.410Z,0,0,0.0,0,4.137189865112305,7,31,1,0,0,0,68.0,2.0,Measurement,,,,,12.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Quid Pro Quo, Solar300, Southwark, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
88,CLDP0109,Whipps Cross/ A12 Cambridge Park Road,51.57222366333008,0.0182345006614923,,Roadside,2.5999999046325684,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/0e825ca16b2649832fe5ebd32533498d012f11ac0a475d89147b67ac9d088c43,This Node is located alongside the A12 with residential properties behind and is a specific area of interest for the GLA.,300.0,normal,99.0,excellent,nominal,healthy,A9NGLD97,2021-07-16T15:00:51.867Z,,2023-02-05T20:28:08.620Z,0,0,0.0,0,4.123897552490234,7,30,1,0,0,0,82.0,2.0,Measurement,,,,,12.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Hotspot, Solar300, TfL, V1, Waltham Forest",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
